Module,Family,Method,Path,Mutation,Deprecated,Params,Body,Returns,Description,Role,UI,Priority,Wired(FE floor),Live@8000(tested)
"Governance","access-requests","GET","/access-requests/all","","","","","object","Full access-request audit (account-admin)","any","Access Requests › All","P2","MISSING","served (gated)"
"Governance","access-requests","GET","/access-requests/inbox","","","","","object","Requests awaiting my approval (I am the asset owner)","any","Access Requests › Inbox","P2","MISSING","served (gated)"
"Governance","access-requests","GET","/access-requests/mine","","","","","object","My access requests + their status","any","Access Requests › Mine","P2","MISSING","served (gated)"
"Governance","gouvernance","GET","/gouvernance/access-review/summary","","","window_days","","object","Read-only access-review digest aggregated from existing governance reads.","RETAIL_GOVERNOR","Governance › Compliance posture","P1","MISSING","served (gated)"
"Governance","gouvernance","POST","/gouvernance/access-roles/from-objects","yes","","","AccessRoleFromObjects","object","Mints an access (technical) role that carries a chosen set of object grants.","RETAIL_GOVERNOR","Governance › Roles & grants","P0","MISSING","mutation (not probed)"
"Governance","gouvernance","POST","/gouvernance/add-role","yes","","","RoleCreate","object","Creates a Snowflake role (CREATE ROLE).","ACCOUNTADMIN","Governance › Roles & grants","","wired","mutation (not probed)"
"Governance","gouvernance","POST","/gouvernance/add-user","yes","","","UserCreate","object","Creates a Snowflake user (CREATE USER)  optionally granting a role in the same call.","ACCOUNTADMIN","Governance › Users","","wired","mutation (not probed)"
"Governance","gouvernance","POST","/gouvernance/assign-role","yes","","","AssignRole","object","Grants a role to a user (GRANT ROLE ... TO USER).","ACCOUNTADMIN","Governance › Roles & grants","","wired","mutation (not probed)"
"Governance","gouvernance","GET","/gouvernance/client/dashboard","","","","","object","Return dashboard KPIs for the connected Snowflake account.","ACCOUNTADMIN","Governance › Governance dashboard","","wired","served (gated)"
"Governance","gouvernance","GET","/gouvernance/compliance/score","","","days","","object","Returns an account-level governance compliance score (0-100) with a per-dimension breakdown across masking  row-access  and tagging.","RETAIL_GOVERNOR","Governance › Compliance posture","P1","MISSING","served (gated)"
"Governance","gouvernance","GET","/gouvernance/d360-roles","","","","","object","List all Data360 roles with their metadata and permission counts.","RETAIL_GOVERNOR","Governance › D360 roles & permissions","P1","MISSING","served (gated)"
"Governance","gouvernance","POST","/gouvernance/d360-roles","yes","","","D360RoleCreate","object","Creates a custom Data360 role (an application-RBAC role with a page/action permission set).","RETAIL_GOVERNOR","Governance › D360 roles & permissions","P0","MISSING","mutation (not probed)"
"Governance","gouvernance","PUT","/gouvernance/d360-roles/{role_name}","yes","","role_name*","D360RoleUpdate","object","Update display name or description of a custom D360 role.","RETAIL_GOVERNOR","Governance › D360 roles & permissions","P0","MISSING","mutation (not probed)"
"Governance","gouvernance","DELETE","/gouvernance/d360-roles/{role_name}","yes","","role_name*","","object","Delete a custom D360 role and all its permissions.","RETAIL_GOVERNOR","Governance › D360 roles & permissions","P0","MISSING","mutation (not probed)"
"Governance","gouvernance","POST","/gouvernance/d360-roles/{role_name}/apply-template","yes","","role_name*","ApplyTemplateBody","object","Copies a system role template's action set onto a custom Data360 role.","RETAIL_GOVERNOR","Governance › D360 roles & permissions","P0","MISSING","mutation (not probed)"
"Governance","gouvernance","GET","/gouvernance/d360-roles/{role_name}/permissions","","","role_name*, project_id","","object","Return a role's module→page→tab→action allow/deny matrix.","RETAIL_GOVERNOR","Governance › D360 roles & permissions","P1","MISSING","served (gated)"
"Governance","gouvernance","PUT","/gouvernance/d360-roles/{role_name}/permissions","yes","","role_name*","PermissionBulkSet","object","Replace a custom role's permission rows with the supplied set (upsert).","RETAIL_GOVERNOR","Governance › D360 roles & permissions","P0","MISSING","mutation (not probed)"
"Governance","gouvernance","GET","/gouvernance/d360-roles/action-registry","","","","","object","Return the complete grantable-action catalog from the RBAC ACTION_REGISTRY.","RETAIL_GOVERNOR","Governance › D360 roles & permissions","P1","MISSING","served (gated)"
"Governance","gouvernance","GET","/gouvernance/d360-roles/effective/{username}","","","username*, project_id","","object","Computes the effective Data360 action set for an arbitrary user (admin view).","RETAIL_GOVERNOR","Governance › D360 roles & permissions","P1","MISSING","served (gated)"
"Governance","gouvernance","GET","/gouvernance/d360-roles/my-module-access","","","","","object","Coarse module→level map for the CALLING user.","RETAIL_GOVERNOR","Governance › D360 roles & permissions","P1","MISSING","served (gated)"
"Governance","gouvernance","GET","/gouvernance/d360-roles/my-permissions","","","","","object","Resolve the CALLING user's effective Data360 action set.","RETAIL_GOVERNOR","Governance › D360 roles & permissions","P1","MISSING","served (gated)"
"Governance","gouvernance","GET","/gouvernance/d360-roles/templates","","","","","object","Return the 7 standard Data360 role templates with their permission summaries.","RETAIL_GOVERNOR","Governance › D360 roles & permissions","P1","MISSING","served (gated)"
"Governance","gouvernance","GET","/gouvernance/dashboard/activity","","","username, module_name, event_type, status, start_date, end_date, query_status","","object","Return USER_ACTIVITY events for account-level dashboard and audit.","ACCOUNTADMIN","Governance › Governance dashboard","P1","MISSING","served (gated)"
"Governance","gouvernance","GET","/gouvernance/dashboard/errors","","","limit, module_name, start_date, end_date","","object","Return recent ERROR events from USER_ACTIVITY for audit and AI recommendations.","ACCOUNTADMIN","Governance › Governance dashboard","P1","MISSING","served (gated)"
"Governance","gouvernance","POST","/gouvernance/disable_user/","yes","","username*","","object","Disables (locks) a Snowflake user account by username.","ACCOUNTADMIN","Governance › Users","","wired","mutation (not probed)"
"Governance","gouvernance","DELETE","/gouvernance/drop-role","yes","","","RoleCreate","object","Drops a Snowflake role (DROP ROLE).","ACCOUNTADMIN","Governance › Roles & grants","","wired","mutation (not probed)"
"Governance","gouvernance","POST","/gouvernance/drop-roles-batch","yes","","","","object","Drops multiple Snowflake roles in one call.","ACCOUNTADMIN","Governance › Roles & grants","","wired","mutation (not probed)"
"Governance","gouvernance","DELETE","/gouvernance/drop-user","yes","","","UserDelete","object","Drops a Snowflake user (DROP USER).","ACCOUNTADMIN","Governance › Users","","wired","mutation (not probed)"
"Governance","gouvernance","POST","/gouvernance/drop-users-batch","yes","","","","object","Drops multiple Snowflake users in one call.","ACCOUNTADMIN","Governance › Users","","wired","mutation (not probed)"
"Governance","gouvernance","POST","/gouvernance/enable_user/","yes","","username*","","object","Enables (unlocks) a Snowflake user account.","ACCOUNTADMIN","Governance › Users","","wired","mutation (not probed)"
"Governance","gouvernance","GET","/gouvernance/enterprise-users","","","page, page_size, sort_by, sort_dir, search","","object","Get enterprise users from the directory table with pagination.","ACCOUNTADMIN","Governance › Users","P1","MISSING","served (gated)"
"Governance","gouvernance","PUT","/gouvernance/enterprise-users/{username}","yes","","username*","EnterpriseUserUpdate","object","Update fields for an enterprise user (inline edit save).","ACCOUNTADMIN","Governance › Users","P0","MISSING","mutation (not probed)"
"Governance","gouvernance","DELETE","/gouvernance/enterprise-users/{username}","yes","","username*","","object","Remove a user from the enterprise directory (does NOT drop the Snowflake user).","ACCOUNTADMIN","Governance › Users","P0","MISSING","mutation (not probed)"
"Governance","gouvernance","POST","/gouvernance/enterprise-users/sync","yes","","","","object","Sync users from Snowflake SHOW USERS into the ENTERPRISE_USERS directory.","ACCOUNTADMIN","Governance › Users","P0","MISSING","mutation (not probed)"
"Governance","gouvernance","GET","/gouvernance/get_dwh_health_info","","","schema_name","","object","Get DWH health info.","ACCOUNTADMIN","Governance › Governance dashboard","P1","MISSING","served (gated)"
"Governance","gouvernance","GET","/gouvernance/get_dwh_schemas","","","","","object","List all DWH schemas (schemas starting with 'DWH').","ACCOUNTADMIN","Governance › Governance dashboard","P1","MISSING","served (gated)"
"Governance","gouvernance","GET","/gouvernance/get_dwh_storage_info","","","database_name, schema_name","","object","Get total and per-table storage (in MB) for the given Snowflake DWH.","ACCOUNTADMIN","Governance › Governance dashboard","P1","MISSING","served (gated)"
"Governance","gouvernance","POST","/gouvernance/grant-permission","yes","","privileges*, object_type*, object_name*, role_name*","","object","Grants a privilege on an object to a role (GRANT ... ON ...).","ACCOUNTADMIN","Governance › Roles & grants","","wired","mutation (not probed)"
"Governance","gouvernance","GET","/gouvernance/grants","","","","","array<RoleModulesOut>","Get all roles with their assigned modules (permissions).","ACCOUNTADMIN","Governance › Roles & grants","","wired","served (gated)"
"Governance","gouvernance","GET","/gouvernance/grants-for-role/{role_name}","","","role_name*","","object","Get grants for a role.","ACCOUNTADMIN","Governance › Roles & grants","","wired","served (gated)"
"Governance","gouvernance","GET","/gouvernance/grants-matrix","","","","","object","Returns SHOW GRANTS for every visible role in one batched request.","ACCOUNTADMIN","Governance › Roles & grants","P1","MISSING","served (gated)"
"Governance","gouvernance","GET","/gouvernance/gui-permissions","","","","","object","List all GUI permission rules.","RETAIL_GOVERNOR","Governance › GUI page-access matrix","P1","MISSING","served (gated)"
"Governance","gouvernance","POST","/gouvernance/gui-permissions","yes","","","GuiPermissionCreate","object","Create or update a GUI permission rule (upsert by role_name + page_path).","RETAIL_GOVERNOR","Governance › GUI page-access matrix","P0","MISSING","mutation (not probed)"
"Governance","gouvernance","DELETE","/gouvernance/gui-permissions/{permission_id}","yes","","permission_id*","","object","Delete a GUI permission rule by ID.","RETAIL_GOVERNOR","Governance › GUI page-access matrix","P0","MISSING","mutation (not probed)"
"Governance","gouvernance","GET","/gouvernance/gui-permissions/effective/{username}","","","username*","","object","Get the effective page-access map for an ARBITRARY user's roles.","RETAIL_GOVERNOR","Governance › GUI page-access matrix","P1","MISSING","served (gated)"
"Governance","gouvernance","GET","/gouvernance/gui-permissions/my-access","","","","","object","Get the page access map for the currently logged-in user's roles.","RETAIL_GOVERNOR","Governance › GUI page-access matrix","P1","MISSING","served (gated)"
"Governance","gouvernance","GET","/gouvernance/info","","","","","object","Retrieve metadata about all active Snowflake integrations and connectors.","ACCOUNTADMIN","Governance › Governance dashboard","P1","MISSING","served (gated)"
"Governance","gouvernance","GET","/gouvernance/oauth/api-keys","","","","","object","List service accounts that have RSA public keys assigned (key pair auth).","ACCOUNTADMIN","Governance › Security integrations (OAuth/SAML/keys)","P1","MISSING","served (gated)"
"Governance","gouvernance","POST","/gouvernance/oauth/assign-rsa-key","yes","","","AssignRSAKeyRequest","object","Assign RSA public key to a user for key pair authentication (PAT equivalent).","ACCOUNTADMIN","Governance › Security integrations (OAuth/SAML/keys)","P0","MISSING","mutation (not probed)"
"Governance","gouvernance","GET","/gouvernance/oauth/integrations","","","","","object","List all security integrations (OAuth  SAML  SCIM).","ACCOUNTADMIN","Governance › Security integrations (OAuth/SAML/keys)","P1","MISSING","served (gated)"
"Governance","gouvernance","POST","/gouvernance/oauth/integrations","yes","","","CreateOAuthIntegrationRequest","object","Create a Snowflake security integration for external OAuth (Azure Entra ID  Okta  custom).","ACCOUNTADMIN","Governance › Security integrations (OAuth/SAML/keys)","P0","MISSING","mutation (not probed)"
"Governance","gouvernance","GET","/gouvernance/oauth/network-policies","","","","","object","List all network policies with IP allowlists.","RETAIL_GOVERNOR","Governance › Security integrations (OAuth/SAML/keys)","P1","MISSING","served (gated)"
"Governance","gouvernance","DELETE","/gouvernance/oauth/revoke-rsa-key/{username}","yes","","username*","","object","Remove RSA public key from a user  disabling key pair auth.","ACCOUNTADMIN","Governance › Security integrations (OAuth/SAML/keys)","P0","MISSING","mutation (not probed)"
"Governance","gouvernance","POST","/gouvernance/oauth/saml-integrations","yes","","","CreateSAMLIntegrationRequest","object","Create a SAML2 security integration for SSO (Azure Entra ID  Okta  ADFS).","ACCOUNTADMIN","Governance › Security integrations (OAuth/SAML/keys)","P0","MISSING","mutation (not probed)"
"Governance","gouvernance","POST","/gouvernance/oauth/service-users","yes","","","CreateServiceUserRequest","object","Create a Snowflake service user (TYPE=SERVICE) for programmatic access via key pair auth.","ACCOUNTADMIN","Governance › Security integrations (OAuth/SAML/keys)","P0","MISSING","mutation (not probed)"
"Governance","gouvernance","GET","/gouvernance/policies","","","database, schema","","StandardResponse","Unified governance-policy inventory: masking  row-access (RLS) and aggregation policies in one call.","RETAIL_GOVERNOR","Governance › Policies","P1","MISSING","served (gated)"
"Governance","gouvernance","GET","/gouvernance/policies/{policy_type}","","","policy_type*","","object","List all policies of a specific type.","RETAIL_GOVERNOR","Governance › Policies","P1","MISSING","served (gated)"
"Governance","gouvernance","DELETE","/gouvernance/policies/{policy_type}/{policy_name}","yes","","policy_type*, policy_name*, database, schema","","object","Deletes a governance policy of the given type.","RETAIL_GOVERNOR","Governance › Policies","","wired","mutation (not probed)"
"Governance","gouvernance","PUT","/gouvernance/policies/{policy_type}/{policy_name}/metadata","yes","","policy_type*, policy_name*, database, schema","UpdatePolicyMetadataPayload","StandardResponse","Persist policy expiration/comment metadata  and push a SQL COMMENT when supported.","RETAIL_GOVERNOR","Governance › Policies","P0","MISSING","mutation (not probed)"
"Governance","gouvernance","GET","/gouvernance/policies/{policy_type}/{policy_name}/references","","","policy_type*, policy_name*, database, schema","","StandardResponse","Pre-delete dependency check via INFORMATION_SCHEMA.POLICY_REFERENCES.","RETAIL_GOVERNOR","Governance › Policies","","wired","served (gated)"
"Governance","gouvernance","PUT","/gouvernance/policies/{policy_type}/{policy_name}/roles","yes","","policy_type*, policy_name*, database, schema","UpdatePolicyRolesPayload","StandardResponse","Grants or revokes the APPLY privilege on a policy for the given roles.","RETAIL_GOVERNOR","Governance › Policies","P0","MISSING","mutation (not probed)"
"Governance","gouvernance","POST","/gouvernance/policies/{policy_type}/{policy_name}/unapply-all","yes","","policy_type*, policy_name*, database, schema","","StandardResponse","Detach a policy from all of its references so it can then be dropped.","RETAIL_GOVERNOR","Governance › Policies","","wired","mutation (not probed)"
"Governance","gouvernance","POST","/gouvernance/policies/aggregation","yes","","policy_name*, aggregation_constraint*, database, schema, expiration_date","","StandardResponse","Creates an aggregation policy that forces queries to return only grouped/aggregated results.","RETAIL_GOVERNOR","Governance › Data protection policies","","wired","mutation (not probed)"
"Governance","gouvernance","DELETE","/gouvernance/policies/aggregation/{database}/{schema}/{table}","yes","","database*, schema*, table*","","StandardResponse","Removes the aggregation policy from a table (UNSET AGGREGATION POLICY).","RETAIL_GOVERNOR","Governance › Data protection policies","","wired","mutation (not probed)"
"Governance","gouvernance","GET","/gouvernance/policies/aggregation/{policy_name}/details","","","policy_name*, database, schema","","StandardResponse","Describe aggregation policy.","RETAIL_GOVERNOR","Governance › Data protection policies","","wired","served (gated)"
"Governance","gouvernance","POST","/gouvernance/policies/aggregation/apply","yes","","policy_name*, database*, schema*, table*, policy_database, policy_schema","","StandardResponse","Applies an aggregation policy to a table (SET AGGREGATION POLICY).","RETAIL_GOVERNOR","Governance › Data protection policies","","wired","mutation (not probed)"
"Governance","gouvernance","POST","/gouvernance/policies/aggregation/replace","yes","","new_policy_name*, database*, schema*, table_name*, policy_database, policy_schema","","StandardResponse","Swaps a table's existing aggregation policy for a different one.","RETAIL_GOVERNOR","Governance › Data protection policies","","wired","mutation (not probed)"
"Governance","gouvernance","POST","/gouvernance/policies/classification/apply-tags","yes","","table_name*","","object","Applies the detected semantic-category tags to the classified columns.","RETAIL_GOVERNOR","Governance › Classification & tags","P0","MISSING","mutation (not probed)"
"Governance","gouvernance","POST","/gouvernance/policies/classification/classifiers","yes","","name*, database, schema","","object","Creates a custom classifier for detecting organization-specific data patterns.","RETAIL_GOVERNOR","Governance › Classification & tags","P0","MISSING","mutation (not probed)"
"Governance","gouvernance","POST","/gouvernance/policies/classification/classifiers/{name}/regex","yes","","name*, semantic_category*, privacy_category*, value_regex*, col_name_regex, threshold, database, schema","","object","Adds a regex pattern to a custom classifier.","RETAIL_GOVERNOR","Governance › Classification & tags","P0","MISSING","mutation (not probed)"
"Governance","gouvernance","POST","/gouvernance/policies/classification/classify","yes","","table_name*","","object","Runs Snowflake auto-classification on a table's columns to detect semantic categories and PII.","RETAIL_GOVERNOR","Governance › Classification & tags","P0","MISSING","mutation (not probed)"
"Governance","gouvernance","POST","/gouvernance/policies/classification/extract-categories","yes","","table_name*","","object","Extracts the semantic categories found by a classification run.","RETAIL_GOVERNOR","Governance › Classification & tags","P0","MISSING","mutation (not probed)"
"Governance","gouvernance","POST","/gouvernance/policies/dmf","yes","","name*, table_args*, expression*, database, schema, comment","","object","Creates a data metric function (DMF) that computes a custom data-quality metric.","RETAIL_GOVERNOR","Governance › Classification & tags","P0","MISSING","mutation (not probed)"
"Governance","gouvernance","DELETE","/gouvernance/policies/dmf/{name}","yes","","name*, arg_types, database, schema","","object","Deletes a data metric function.","RETAIL_GOVERNOR","Governance › Classification & tags","P0","MISSING","mutation (not probed)"
"Governance","gouvernance","GET","/gouvernance/policies/dmf/{name}/details","","","name*, database, schema","","object","Describe data metric function.","RETAIL_GOVERNOR","Governance › Classification & tags","P1","MISSING","served (gated)"
"Governance","gouvernance","GET","/gouvernance/policies/dmf/all-references","","","database, schema","","object","Get all DMF references.","RETAIL_GOVERNOR","Governance › Classification & tags","P1","MISSING","served (gated)"
"Governance","gouvernance","POST","/gouvernance/policies/dmf/associate","yes","","table_fqn*, dmf_name*, columns*, database, schema","","object","Attaches a data metric function to specific table columns so it runs on schedule.","RETAIL_GOVERNOR","Governance › Classification & tags","P0","MISSING","mutation (not probed)"
"Governance","gouvernance","POST","/gouvernance/policies/dmf/disassociate","yes","","table_fqn*, dmf_name*, columns*, database, schema","","object","Detaches a data metric function from table columns.","RETAIL_GOVERNOR","Governance › Classification & tags","P0","MISSING","mutation (not probed)"
"Governance","gouvernance","GET","/gouvernance/policies/dmf/list","","","database, schema","","object","List data metric functions.","RETAIL_GOVERNOR","Governance › Classification & tags","P1","MISSING","served (gated)"
"Governance","gouvernance","GET","/gouvernance/policies/dmf/references","","","table_name*","","object","Get DMF references for a table.","RETAIL_GOVERNOR","Governance › Classification & tags","P1","MISSING","served (gated)"
"Governance","gouvernance","POST","/gouvernance/policies/dmf/schedule","yes","","table_fqn*, schedule*","","object","Sets the execution schedule for a data metric function on a table.","RETAIL_GOVERNOR","Governance › Classification & tags","P0","MISSING","mutation (not probed)"
"Governance","gouvernance","GET","/gouvernance/policies/health","","","","","object","Runs a live  uncached governance-policy health check that exercises the real path.","RETAIL_GOVERNOR","Governance › Policies","","wired","served (open)"
"Governance","gouvernance","POST","/gouvernance/policies/masking","yes","","policy_name*, data_type*, masking_type, custom_expression, authorized_roles, database, schema, expiration_date","","StandardResponse","Creates a masking policy that redacts or transforms sensitive column values based on the querying role.","RETAIL_GOVERNOR","Governance › Data protection policies","","wired","mutation (not probed)"
"Governance","gouvernance","GET","/gouvernance/policies/masking/{policy_name}/details","","","policy_name*, database, schema","","StandardResponse","Describe masking policy.","RETAIL_GOVERNOR","Governance › Data protection policies","","wired","served (gated)"
"Governance","gouvernance","POST","/gouvernance/policies/masking/apply","yes","","policy_name*, database*, schema*, table*, column*, policy_database, policy_schema","","StandardResponse","Applies a masking policy to a column (SET MASKING POLICY).","RETAIL_GOVERNOR","Governance › Data protection policies","","wired","mutation (not probed)"
"Governance","gouvernance","POST","/gouvernance/policies/masking/batch-details","yes","","","_MaskingBatchDetailsBody","StandardResponse","Return many masking policy details in one API round-trip.","RETAIL_GOVERNOR","Governance › Data protection policies","P0","MISSING","mutation (not probed)"
"Governance","gouvernance","POST","/gouvernance/policies/masking/preview","yes","","","","object","Previews masked-vs-unmasked sample values for a table's masked columns (read-only).","RETAIL_GOVERNOR","Governance › Data protection policies","P0","MISSING","mutation (not probed)"
"Governance","gouvernance","POST","/gouvernance/policies/masking/remove","yes","","database*, schema*, table*, column*","","StandardResponse","Removes a masking policy from a column (UNSET MASKING POLICY).","RETAIL_GOVERNOR","Governance › Data protection policies","","wired","mutation (not probed)"
"Governance","gouvernance","POST","/gouvernance/policies/masking/replace","yes","","new_policy_name*, database*, schema*, table_name*, column_name*, policy_database, policy_schema","","StandardResponse","Swaps a column's existing masking policy for a different one.","RETAIL_GOVERNOR","Governance › Data protection policies","","wired","mutation (not probed)"
"Governance","gouvernance","GET","/gouvernance/policies/my-scope","","","database, schema","","StandardResponse","Returns the governance policies relevant to the caller's active role (available to any authenticated user  not admin-gated).","RETAIL_GOVERNOR","Governance › Policies","P1","MISSING","served (gated)"
"Governance","gouvernance","POST","/gouvernance/policies/network","yes","","policy_name*, allowed_ip_list, blocked_ip_list, comment, expiration_date","","StandardResponse","Creates a network policy defining allowed/blocked IP ranges.","RETAIL_GOVERNOR","Governance › Account security policies","","wired","mutation (not probed)"
"Governance","gouvernance","DELETE","/gouvernance/policies/network/{policy_name}","yes","","policy_name*","","StandardResponse","Deletes a network policy.","RETAIL_GOVERNOR","Governance › Account security policies","","wired","mutation (not probed)"
"Governance","gouvernance","GET","/gouvernance/policies/network/{policy_name}/details","","","policy_name*","","StandardResponse","Describe network policy.","RETAIL_GOVERNOR","Governance › Account security policies","","wired","served (gated)"
"Governance","gouvernance","POST","/gouvernance/policies/network/{policy_name}/set-default","yes","","policy_name*","","StandardResponse","Sets a network policy as the account default (ALTER ACCOUNT SET NETWORK_POLICY).","RETAIL_GOVERNOR","Governance › Account security policies","","wired","mutation (not probed)"
"Governance","gouvernance","GET","/gouvernance/policies/network/list","","","","","object","List account network policies.","RETAIL_GOVERNOR","Governance › Account security policies","","wired","served (gated)"
"Governance","gouvernance","GET","/gouvernance/policies/objects/columns/{database}/{schema}/{table}","","","database*, schema*, table*","","StandardResponse","List columns for policy pickers.","RETAIL_GOVERNOR","Governance › Policies","","wired","served (gated)"
"Governance","gouvernance","GET","/gouvernance/policies/objects/databases","","","","","StandardResponse","List databases for policy pickers.","RETAIL_GOVERNOR","Governance › Policies","","wired","served (gated)"
"Governance","gouvernance","GET","/gouvernance/policies/objects/schemas/{database}","","","database*","","StandardResponse","List schemas for policy pickers.","RETAIL_GOVERNOR","Governance › Policies","","wired","served (gated)"
"Governance","gouvernance","GET","/gouvernance/policies/objects/tables/{database}/{schema}","","","database*, schema*","","StandardResponse","List tables for policy pickers.","RETAIL_GOVERNOR","Governance › Policies","","wired","served (gated)"
"Governance","gouvernance","POST","/gouvernance/policies/password","yes","","policy_name*, password_min_length, password_max_length, password_min_upper_case_chars, password_min_lower_case_chars, password_min_numeric_chars, password_min_special_chars, password_max_age_days, password_max_retries, password_lockout_time_mins, database, schema, expiration_date","","StandardResponse","Creates a password policy (length  complexity  rotation rules).","RETAIL_GOVERNOR","Governance › Account security policies","","wired","mutation (not probed)"
"Governance","gouvernance","GET","/gouvernance/policies/password/{policy_name}/details","","","policy_name*, database, schema","","StandardResponse","Describe password policy.","RETAIL_GOVERNOR","Governance › Account security policies","","wired","served (gated)"
"Governance","gouvernance","POST","/gouvernance/policies/password/{policy_name}/set-default","yes","","policy_name*, database, schema","","StandardResponse","Sets a password policy as the account default.","RETAIL_GOVERNOR","Governance › Account security policies","","wired","mutation (not probed)"
"Governance","gouvernance","GET","/gouvernance/policies/password/list","","","database, schema","","object","List password policies in the governance schema.","RETAIL_GOVERNOR","Governance › Account security policies","P1","MISSING","served (gated)"
"Governance","gouvernance","POST","/gouvernance/policies/pii-scan","yes","","database*, schema*, sample_size, enable_ai, ai_model","","object","Scan column names + sample data using regex patterns for PII detection  then enrich the response with:.","RETAIL_GOVERNOR","Governance › Classification & tags","P0","MISSING","mutation (not probed)"
"Governance","gouvernance","POST","/gouvernance/policies/row-access","yes","","policy_name*, signature*, expression*, database, schema, description, expiration_date","","StandardResponse","Creates a row-access (RLS) policy that restricts which rows a role/user can see.","RETAIL_GOVERNOR","Governance › Data protection policies","","wired","mutation (not probed)"
"Governance","gouvernance","GET","/gouvernance/policies/row-access/{policy_name}/details","","","policy_name*, database, schema","","StandardResponse","Describe row access policy.","RETAIL_GOVERNOR","Governance › Data protection policies","P1","MISSING","served (gated)"
"Governance","gouvernance","POST","/gouvernance/policies/row-access/apply","yes","","policy_name*, table_name*, database*, schema*, policy_column*, policy_database, policy_schema","","StandardResponse","Applies a row-access policy to a table on the specified columns (ADD ROW ACCESS POLICY).","RETAIL_GOVERNOR","Governance › Data protection policies","","wired","mutation (not probed)"
"Governance","gouvernance","POST","/gouvernance/policies/row-access/remove","yes","","table_name*, database*, schema*","","StandardResponse","Removes a row-access policy from a table (DROP ROW ACCESS POLICY).","RETAIL_GOVERNOR","Governance › Data protection policies","","wired","mutation (not probed)"
"Governance","gouvernance","POST","/gouvernance/policies/row-access/replace","yes","","new_policy_name*, table_name*, database*, schema*, policy_column*, policy_database, policy_schema","","StandardResponse","Swaps a table's existing row-access policy for a different one in a single operation.","RETAIL_GOVERNOR","Governance › Data protection policies","","wired","mutation (not probed)"
"Governance","gouvernance","POST","/gouvernance/policies/row-access/simulate","yes","","","","object","Simulates row-access (RLS) visibility for a chosen role/user  showing which rows they could see (read-only).","RETAIL_GOVERNOR","Governance › Data protection policies","P0","MISSING","mutation (not probed)"
"Governance","gouvernance","POST","/gouvernance/policies/session","yes","","policy_name*, session_idle_timeout_mins, session_ui_idle_timeout_mins, database, schema, expiration_date","","StandardResponse","Creates a session policy (idle timeout and maximum session length).","RETAIL_GOVERNOR","Governance › Account security policies","","wired","mutation (not probed)"
"Governance","gouvernance","GET","/gouvernance/policies/session/{policy_name}/details","","","policy_name*, database, schema","","StandardResponse","Describe session policy.","RETAIL_GOVERNOR","Governance › Account security policies","","wired","served (gated)"
"Governance","gouvernance","POST","/gouvernance/policies/session/{policy_name}/set-default","yes","","policy_name*, database, schema","","StandardResponse","Sets a session policy as the account default.","RETAIL_GOVERNOR","Governance › Account security policies","","wired","mutation (not probed)"
"Governance","gouvernance","GET","/gouvernance/policies/session/list","","","database, schema","","object","List session policies in the governance schema.","RETAIL_GOVERNOR","Governance › Account security policies","P1","MISSING","served (gated)"
"Governance","gouvernance","POST","/gouvernance/policies/tags","yes","","tag_name*, allowed_values, comment, database, schema","","StandardResponse","Creates an object tag used for data classification.","RETAIL_GOVERNOR","Governance › Classification & tags","","wired","mutation (not probed)"
"Governance","gouvernance","DELETE","/gouvernance/policies/tags/{tag_name}","yes","","tag_name*, database, schema","","StandardResponse","Deletes an object tag.","RETAIL_GOVERNOR","Governance › Classification & tags","","wired","mutation (not probed)"
"Governance","gouvernance","GET","/gouvernance/policies/tags/{tag_name}/details","","","tag_name*, database, schema","","StandardResponse","Describe tag.","RETAIL_GOVERNOR","Governance › Classification & tags","","wired","served (gated)"
"Governance","gouvernance","POST","/gouvernance/policies/tags/apply","yes","","tag_name*, tag_value*, object_type*, database*, schema*, table, column, tag_database, tag_schema","","StandardResponse","Applies a classification tag (with a value) to a database object.","RETAIL_GOVERNOR","Governance › Classification & tags","","wired","mutation (not probed)"
"Governance","gouvernance","GET","/gouvernance/policies/tags/list","","","database, schema","","StandardResponse","List tags.","RETAIL_GOVERNOR","Governance › Classification & tags","","wired","served (gated)"
"Governance","gouvernance","POST","/gouvernance/policies/tags/remove","yes","","object_type*, object_name*, tag_name*, database, schema","","StandardResponse","Removes a classification tag from an object (UNSET TAG).","RETAIL_GOVERNOR","Governance › Classification & tags","","wired","mutation (not probed)"
"Governance","gouvernance","POST","/gouvernance/revoke-permission","yes","","privileges*, object_type*, object_name*, role_name*","","object","Revokes a privilege on an object from a role (REVOKE ... ON ...).","ACCOUNTADMIN","Governance › Roles & grants","","wired","mutation (not probed)"
"Governance","gouvernance","GET","/gouvernance/rls-policies","","","database, schema","","object","List RLS (row access) policies.","RETAIL_GOVERNOR","Governance › Policies","","wired","served (gated)"
"Governance","gouvernance","GET","/gouvernance/roles","","","page, page_size, sort_by, sort_dir, search","","object","List all roles.","RETAIL_GOVERNOR","Governance › Roles & grants","","wired","served (gated)"
"Governance","gouvernance","GET","/gouvernance/roles-for-user/{username}","","","username*","","object","Get roles for a user.","ACCOUNTADMIN","Governance › Roles & grants","","wired","served (gated)"
"Governance","gouvernance","GET","/gouvernance/roles/{role_name}","","","role_name*","","object","Get detailed information about a specific role.","RETAIL_GOVERNOR","Governance › Roles & grants","","wired","served (gated)"
